Reference;Planet name;Column 3
250606;Bichat;Bichat
4425;Bilk;Bilk
8223;Bradshaw;Bradshaw
31637;Bhimaraju;Bhimaraju
17285;Bezout;Bezout
11967;Boyle;Boyle
2611;Boyce;Boyce
13916;Bernolak;"Bernol&#225;k"
3038;Bernes;Bernes
6780;Borodin;Borodin
8489;Boulder;Boulder
1635;Bohrmann;Bohrmann
18295;Borispetrov;Borispetrov
7086;Bopp;Bopp
121659;Blairrussell;Blairrussell
2145;Blaauw;Blaauw
8742;Bonazzoli;Bonazzoli
49987;Bonata;Bonata
15346;Bonifatius;Bonifatius
13766;Bonham;Bonham
31953;Bontha;Bontha
20366;Bonev;Bonev
5502;Brashear;Brashear
16198;Buzios;"B&#250;zios"
14318;Buzinov;Buzinov
16783;Bychkov;Bychkov
78816;Caripito;Caripito
231486;Capefearrock;Capefearrock
3929;Carmelmaria;Carmelmaria
315577;Carmenchu;Carmenchu
235;Carolina;Carolina
8945;Cavaradossi;Cavaradossi
10679;Chankaochang;Chankaochang
15037;Chassagne;Chassagne
90713;Chajnantor;Chajnantor
9250;Chamberlin;Chamberlin
275962;Chalverat;Chalverat
4103;Chahine;Chahine
2981;Chagall;Chagall
21563;Chetgervais;Chetgervais
20379;Christijohns;Christijohns
27105;Clarkben;Clarkben
8452;Clay;Clay
12524;Conscience;Conscience
11600;Cipolla;Cipolla
34;Circe;Circe
34419;Corning;Corning
8964;Corax;Corax
3034;Climenhaga;Climenhaga
2670;Chuvashia;Chuvashia
336177;Churri;Churri
25367;Cicek;Cicek
33455;Coakley;Coakley
19303;Chinacyo;Chinacyo
79472;Chiorny;Chiorny
11304;Cowra;Cowra
36446;Cinodapistoia;Cinodapistoia
128439;Chriswaters;Chriswaters
10445;Coster;Coster
18077;Dianeingrao;Dianeingrao
31977;Devalapurkar;Devalapurkar
3476;Dongguan;Dongguan
5884;Dolezal;Dolezal
3453;Dostoevsky;Dostoevsky
173002;Dorfi;Dorfi
25670;Densley;Densley
263;Dresda;Dresda
65708;Ehrlich;Ehrlich
6665;Kagawa;Kagawa
2805;Kalle;Kalle
1948;Kampala;Kampala
6846;Kansazan;Kansazan
4822;Karge;Karge
24385;Katcagen;Katcagen
2156;Kate;Kate
12585;Katschwarz;Katschwarz
243000;Katysirles;Katysirles
8911;Kawaguchijun;Kawaguchijun
237164;Keelung;Keelung
3675;Kemstach;Kemstach
178155;Kenzaarraki;Kenzaarraki
19587;Keremane;Keremane
129165;Kevinstout;Kevinstout
2291;Kevo;Kevo
4737;Kiladze;Kiladze
25103;Kimdongyoung;Kimdongyoung
11146;Kirigamine;Kirigamine
46595;Kita-Kyushu;Kita-Kyushu
7130;Klepper;Klepper
25111;Klokun;Klokun
97;Klotho;Klotho
1233;Kobresia;Kobresia
168767;Kochte;Kochte
17516;Kogayukihito;Kogayukihito
49702;Koikeda;Koikeda
87271;Kokubunji;Kokubunji
15526;Kokura;Kokura
23648;Kolar;"Kol&#225;&#345;"
191;Kolga;Kolga
3003;Koncek;"Kon&#269;ek"
29252;Konjikido;Konjikido
12157;Konnen;"K&#246;nnen"
2163;Korczak;Korczak
940;Kordula;Kordula
185250;Korostyshiv;Korostyshiv
2636;Lassell;Lassell
1938;Lausanna;Lausanna
18965;Lazenby;Lazenby
2444;Lederle;Lederle
213637;Lemarchal;Lemarchal
27522;Lenkenyon;Lenkenyon
6479;Leoconnolly;Leoconnolly
3793;Leonteus;Leonteus
33910;Lestarge;Lestarge
2546;Libitina;Libitina
5411;Liia;Liia
23234;Lilliantsai;Lilliantsai
9322;Lindenau;Lindenau
20823;Liutingchun;Liutingchun
7010;Locke;Locke
340891;Londoncommorch;Londoncommorch
1930;Lucifer;Lucifer
1158;Luda;Luda
23520;Ludwigbechstein;Ludwigbechstein
8960;Luscinioides;Luscinioides
39516;Lusigny;Lusigny
37588;Lynnecox;Lynnecox
2543;Machado;Machado
19417;Madelynho;Madelynho
17042;Madiraju;Madiraju
85422;Maedanaoe;Maedanaoe
3916;Maeva;Maeva
2696;Magion;Magion
7933;Magritte;Magritte
4686;Maisica;Maisica
10381;Malinsmith;Malinsmith
6989;Hoshinosato;Hoshinosato
17673;Houkidaisen;Houkidaisen
16259;Housinger;Housinger
12561;Howard;Howard
28210;Howardfeng;Howardfeng
17857;Hsieh;Hsieh
37163;Huachucaclub;Huachucaclub
10839;Hufeland;Hufeland
52387;Huitzilopochtli;Huitzilopochtli
1309;Hyperborea;Hyperborea
33247;Iannacone;Iannacone
110299;Iceland;Iceland
6730;Ikeda;Ikeda
18781;Indaram;Indaram
6285;Ingram;Ingram
43957;Invernizzi;Invernizzi
50251;Iorg;Iorg
210035;Jungli;Jungli
17115;Justiniano;Justiniano
2799;Justus;Justus
25084;Jutzi;Jutzi
6270;Kabukuri;Kabukuri
28322;Kaeberich;Kaeberich
4613;Mamoru;Mamoru
158222;Manicolas;Manicolas
21306;Marani;Marani
12275;Marcelgoffin;Marcelgoffin
22155;Marchetti;Marchetti
7447;Marcusaurelius;Marcusaurelius
20580;Marilpeters;Marilpeters
17045;Markert;Markert
27330;Markporter;Markporter
4061;Martelli;Martelli
19473;Marygardner;Marygardner
23772;Masateru;Masateru
3298;Massandra;Massandra
9216;Masuzawa;Masuzawa
7301;Matsuitakafumi;Matsuitakafumi
32071;Matthewretchin;Matthewretchin
2714;Matti;Matti
20901;Mattmuehler;Mattmuehler
19446;Muroski;Muroski
8065;Nakhodkin;Nakhodkin
248388;Namtso;Namtso
24063;Nanwoodward;Nanwoodward
14925;Naoko;Naoko
58152;Natsoderblom;"Nats&#246;derblom"
16463;Nayoro;Nayoro
51;Nemausa;Nemausa
241090;Nemet;Nemet
1603;Neva;Neva
28416;Ngqin;Ngqin
1343;Nicole;Nicole
20646;Nikhilgupta;Nikhilgupta
34184;Hegde;Hegde
33737;Helenlyons;Helenlyons
21392;Helibrochier;Helibrochier
25022;Hemalibatra;Hemalibatra
5957;Irina;Irina
27710;Henseling;Henseling
6878;Isamu;Isamu
3052;Herzen;Herzen
5703;Hevelius;Hevelius
29157;Higashinihon;Higashinihon
996;Hilaritas;Hilaritas
6395;Hilliard;Hilliard
8496;Jandlsmith;Jandlsmith
2324;Janice;Janice
6589;Jankovich;Jankovich
1558;Jarnefelt;"J&#228;rnefelt"
13212;Jayleno;Jayleno
30130;Jeandillman;Jeandillman
3764;Holmesacourt;Holmesacourt
10581;Jenikhollan;"Jen&#237;khollan"
24019;Jeremygasper;Jeremygasper
32234;Jesslihuang;Jesslihuang
4964;Kourovka;Kourovka
2914;Glarnisch;"Gl&#228;rnisch"
85466;Krastins;Krastins
8812;Kravtsov;Kravtsov
3102;Krok;Krok
8202;Gooley;Gooley
6700;Kubisova;"Kubi&#353;ov&#225;"
120375;Kugel;Kugel
7118;Kuklov;Kuklov
30365;Gregduran;Gregduran
2527;Gregory;Gregory
8627;Kunalnayyar;Kunalnayyar
25696;Kylejones;Kylejones
35441;Kyoko;Kyoko
8539;Laban;Laban
11295;Gustaflarsson;Gustaflarsson
181298;Ladanyi;"Lad&#225;nyi"
23280;Laitsaita;Laitsaita
132719;Lambey;Lambey
12073;Larimer;Larimer
3940;Larion;Larion
87312;Akirasuzuki;Akirasuzuki
15868;Akiyoshidai;Akiyoshidai
724;Hapag;Hapag
6399;Harada;Harada
22570;Harleyzhang;Harleyzhang
2267;Agassiz;Agassiz
6907;Harryford;Harryford
11533;Akeback;"Akeb&#228;ck"
6349;Acapulco;Acapulco
18779;Hattyhong;Hattyhong
6422;Akagi;Akagi
8110;Heath;Heath
31470;Alagappan;Alagappan
27049;Kraus;Kraus
190617;Alexandergerst;Alexandergerst
85168;Albertacentenary;Albertacentenary
12553;Aaronritter;Aaronritter
33448;Aaronyeiser;Aaronyeiser
53250;Beucher;Beucher
3096;Bezruc;"Bezru&#269;"
2794;Kulik;Kulik
133536;Alicewhagel;Alicewhagel
99262;Bleustein;Bleustein
3458;Boduognat;Boduognat
6784;Bogatikov;Bogatikov
27390;Kyledavis;Kyledavis
1008;La;Paz
8723;Azumayama;Azumayama
95474;Andreajbarbieri;Andreajbarbieri
18857;Lalchandani;Lalchandani
4011;Bakharev;Bakharev
2242;Balaton;Balaton
118173;Barmen;Barmen
2476;Andersen;Andersen
2943;Heinrich;Heinrich
3087;Beatrice;Tinsley
175563;Amyrose;Amyrose
208915;Andrewashcraft;Andrewashcraft
12635;Hennylamers;Hennylamers
256797;Benbow;Benbow
1846;Bengt;Bengt
6123;Aristoteles;Aristoteles
23212;Arkajitdey;Arkajitdey
3523;Arina;Arina
242529;Hilaomar;Hilaomar
11414;Allanchu;Allanchu
7629;Foros;Foros
3600;Archimedes;Archimedes
5885;Apeldoorn;Apeldoorn
66939;Franscini;Franscini
9437;Hironari;Hironari
22729;Anthennig;Anthennig
436048;Fritzhuber;Fritzhuber
8088;Australia;Australia
1465;Autonoma;Autonoma
9144;Hollisjohnson;Hollisjohnson
8707;Arakihiroshi;Arakihiroshi
23455;Fumi;Fumi
5431;Maxinehelin;Maxinehelin
8083;Mayeda;Mayeda
23098;Huanghuang;Huanghuang
28630;Mayuri;Mayuri
12400;Katumaru;Katumaru
301511;Hubinon;Hubinon
99862;Kenlevin;Kenlevin
13018;Geoffjames;Geoffjames
18659;Megangross;Megangross
4843;Megantic;"M&#233;gantic"
64975;Gianrix;Gianrix
191582;Kikadolfi;Kikadolfi
33389;Isairisgreco;Isairisgreco
1156;Kira;Kira
51985;Kirby;Kirby
12040;Jacobi;Jacobi
1967;Menzel;Menzel
75846;Jandorf;Jandorf
10355;Kojiroharada;Kojiroharada
305;Gordonia;Gordonia
18155;Jasonschuler;Jasonschuler
128177;Griffioen;Griffioen
3407;Jimmysimms;Jimmysimms
6504;Lehmbruck;Lehmbruck
2782;Leonidas;Leonidas
14909;Kamchatka;Kamchatka
8020;Erzgebirge;Erzgebirge
110288;Libai;Libai
12916;Eteoneus;Eteoneus
28557;Lillianchin;Lillianchin
28072;Lindbowerman;Lindbowerman
3811;Karma;Karma
350185;Linnell;Linnell
248262;Liuxiaobo;Liuxiaobo
27341;Fabiomuzzi;Fabiomuzzi
5221;Fabribudweis;Fabribudweis
12084;Unno;Unno
14575;Jamesblanc;Jamesblanc
31504;Jaisonjain;Jaisonjain
21804;Vaclavneumann;"V&#225;clavneumann"
2335;James;James
3347;Konstantin;Konstantin
6500;Kodaira;Kodaira
134112;Jeremyralph;Jeremyralph
1855;Korolev;Korolev
20555;Jennings;Jennings
6498;Ko;Ko
84011;Jean-Claude;Jean-Claude
9259;Janvanparadijs;Janvanparadijs
416;Vaticana;Vaticana
4320;Jarosewich;Jarosewich
28935;Kevincyr;Kevincyr
129325;Jedhancock;Jedhancock
1275;Cimbria;Cimbria
7555;Venvolkov;Venvolkov
1476;Cox;Cox
30033;Kevinlee;Kevinlee
54902;Close;Close
3068;Khanina;Khanina
32214;Colburn;Colburn
8492;Kikuoka;Kikuoka
16564;Coriolis;Coriolis
21644;Vinay;Vinay
58186;Langkavel;Langkavel
9164;Colbert;Colbert
3142;Kilopi;Kilopi
1125;China;China
246238;Crampton;Crampton
134180;Nirajinamdar;Nirajinamdar
7675;Gorizia;Gorizia
1623;Vivian;Vivian
110073;Leeonki;Leeonki
5975;Otakemayumi;Otakemayumi
38;Leda;Leda
225250;Georgfranziska;Georgfranziska
10733;Georgesand;Georgesand
8936;Gianni;Gianni
6086;Vrchlicky;"Vrchlick&#253;"
4778;Fuss;Fuss
468;Lina;Lina
79410;Wallerius;Wallerius
3198;Wallonia;Wallonia
8533;Oohira;Oohira
31650;Frydek-Mistek;"Fr&#253;dek-M&#237;stek"
18953;Laurensmith;Laurensmith
1597;Laugier;Laugier
15268;Wendelinefroger;Wendelinefroger
19224;Orosei;Orosei
30168;Linusfreyer;Linusfreyer
34218;Padiyath;Padiyath
20313;Fredrikson;Fredrikson
4342;Freud;Freud
16130;Giovine;Giovine
2454;Olaus;Magnus
30176;Gelseyjaymes;Gelseyjaymes
39184;Willgrundy;Willgrundy
2076;Levin;Levin
12001;Gasbarini;Gasbarini
3641;Williams;Bay
1001;Gaussia;Gaussia
30829;Wolfwacker;Wolfwacker
16274;Pavlica;Pavlica
152750;Brloh;Brloh
367406;Buser;Buser
267003;Burkert;Burkert
23122;Lorgat;Lorgat
4448;Phildavis;Phildavis
161989;Cacus;Cacus
5653;Camarillo;Camarillo
614;Pia;Pia
184280;Yperion;Yperion
416252;Manuelherrera;Manuelherrera
595;Polyxena;Polyxena
21584;Polepeddi;Polepeddi
20073;Yumiko;Yumiko
3759;Piironen;Piironen
24304;Lynnrice;Lynnrice
110;Lydia;Lydia
1908;Pobeda;Pobeda
4615;Zinner;Zinner
2139;Makharadze;Makharadze
8569;Mameli;Mameli
19439;Allisontjong;Allisontjong
10651;van;Linschoten
16035;Sasandford;Sasandford
8668;Satomimura;Satomimura
216345;Savigliano;Savigliano
7780;Maren;Maren
23383;Schedios;Schedios
12380;Sciascia;Sciascia
3724;Annenskij;Annenskij
5239;Reiki;Reiki
20180;Annakoleny;"Annakol&#233;ny"
6190;Rennes;Rennes
2468;Repin;Repin
23854;Rickschaffer;Rickschaffer
9983;Rickfienberg;Rickfienberg
34302;Riagalanos;Riagalanos
25679;Andrewguo;Andrewguo
6299;Reizoutoyoko;Reizoutoyoko
18838;Shannon;Shannon
2416;Sharonov;Sharonov
20481;Sharples;Sharples
15415;Rika;Rika
4534;Rimskij-Korsakov;Rimskij-Korsakov
15145;Ritageorge;Ritageorge
212500;Robertojoppolo;Robertojoppolo
18365;Shimomoto;Shimomoto
8420;Angrogna;Angrogna
12596;Shukla;Shukla
33190;Sigrest;Sigrest
1493;Sigrid;Sigrid
369;Aeria;"A&#235;ria"
744;Aguntina;Aguntina
249010;Abdel-Samad;Abdel-Samad
1613;Smiley;Smiley
33413;Alecsun;Alecsun
19318;Somanah;Somanah
30195;Akdemir;Akdemir
157141;Sopron;Sopron
9996;ANS;ANS
16594;Sorachi;Sorachi
10853;Aimoto;Aimoto
24857;Sperello;Sperello
16755;Cayley;Cayley
30007;Johnclarke;Johnclarke
20780;Chanyikhei;Chanyikhei
28726;Kailey-Steiner;Kailey-Steiner
14056;Kainar;Kainar
2409;Chapman;Chapman
16238;Chappe;Chappe
2051;Chang;Chang
180824;Kabos;Kabos
1683;Castafiore;Castafiore
3966;Cherednichenko;Cherednichenko
4433;Goldstone;Goldstone
9688;Goudsmit;Goudsmit
9477;Kefennell;Kefennell
9099;Kenjitanabe;Kenjitanabe
30208;Guigarcia;Guigarcia
11537;Guericke;Guericke
1024;Hale;Hale
14814;Gurij;Gurij
9261;Peggythomson;Peggythomson
21445;Pegconnolly;Pegconnolly
17933;Haraguchi;Haraguchi
72993;Hannahlivsey;Hannahlivsey
35313;Hangtianyuan;Hangtianyuan
5720;Halweaver;Halweaver
13014;Hasslacher;Hasslacher
18664;Rafaelta;Rafaelta
13927;Grundy;Grundy
10249;Harz;Harz
2544;Gubarev;Gubarev
29686;Raymondmaung;Raymondmaung
4977;Rauthgundis;Rauthgundis
192001;Raynatedford;Raynatedford
3007;Reaves;Reaves
8136;Landis;Landis
18114;Rosenbush;Rosenbush
33829;Asherson;Asherson
5542;Moffatt;Moffatt
6564;Asher;Asher
5063;Monteverdi;Monteverdi
947;Monterosa;Monterosa
29080;Astrocourier;Astrocourier
9023;Mnesthus;Mnesthus
1304;Arosa;Arosa
18403;Atsuhirotaisei;Atsuhirotaisei
14791;Atreus;Atreus
881;Athene;Athene
6929;Misto;Misto
9385;Avignon;Avignon
199953;Mingnaiben;Mingnaiben
11767;Milne;Milne
34205;Mizerak;Mizerak
3175;Netto;Netto
29642;Archiekong;Archiekong
1020;Arcadia;Arcadia
25769;Munaoli;Munaoli
13681;Monty;Python
988;Appella;Appella
19701;Aomori;Aomori
4581;Asclepius;Asclepius
11341;Babbage;Babbage
9540;Mikhalkov;Mikhalkov
128345;Danielbamberger;Danielbamberger
5356;Neagari;Neagari
13808;Davewilliams;Davewilliams
39645;Davelharris;Davelharris
55221;Nancynoblitt;Nancynoblitt
20624;Dariozanetti;Dariozanetti
25899;Namratanand;Namratanand
100553;Dariofo;Dariofo
43998;Nanyoshino;Nanyoshino
10275;Nathankaib;Nathankaib
11672;Cuney;Cuney
10546;Nakanomakoto;Nakanomakoto
1906;Naef;Naef
11908;Nicaragua;Nicaragua
121211;Nikeshadavis;Nikeshadavis
342843;Davidbowie;Davidbowie
20623;Davidyoung;Davidyoung
9679;Crutzen;Crutzen
7644;Cslewis;Cslewis
28446;Davlantes;Davlantes
28676;Bethkoester;Bethkoester
3877;Braes;Braes
55418;Bianciardi;Bianciardi
42775;Bianchini;Bianchini
73640;Biermann;Biermann
1146;Biarmia;Biarmia
11206;Bibee;Bibee
32014;Bida;Bida
28842;Bhowmik;Bhowmik
15964;Billgray;Billgray
5299;Bittesini;Bittesini
12680;Bogdanovich;Bogdanovich
159778;Bobshelton;Bobshelton
8925;Boattini;Boattini
12775;Brackett;Brackett
11150;Bragg;Bragg
31462;Brchnelova;Brchnelova
12979;Evgalvasil'ev;Evgalvasil'ev
24648;Evpatoria;Evpatoria
1620;Geographos;Geographos
9119;Georgpeuerbach;Georgpeuerbach
1227;Geranium;Geranium
21551;Geyang;Geyang
7459;Gilbertofranco;Gilbertofranco
34042;Espeseth;Espeseth
10740;Fallersleben;Fallersleben
185538;Fangcheng;Fangcheng
5306;Fangfen;Fangfen
12843;Ewers;Ewers
129955;Eriksyrstad;Eriksyrstad
7741;Fedoseev;Fedoseev
187709;Fengduan;Fengduan
7628;Evgenifedorov;Evgenifedorov
17697;Evanchen;Evanchen
22356;Feyerabend;Feyerabend
6765;Fibonacci;Fibonacci
191282;Feustel;Feustel
37;Fides;Fides
101723;Finger;Finger
233559;Pizzetti;Pizzetti
9535;Plitchenko;Plitchenko
134340;Pluto;Pluto
42849;Podjavorinska;"Podjavorinsk&#225;"
4078;Polakis;Polakis
2983;Poltava;Poltava
4619;Polyakhova;Polyakhova
540;Rosamunde;Rosamunde
5795;Roshchina;Roshchina
22082;Rountree;Rountree
1907;Rudneva;Rudneva
74764;Rudolfpesek;"Rudolfpe&#353;ek"
22184;Rudolfveltman;Rudolfveltman
33158;Rufus;"R&#250;fus"
28538;Ruisong;Ruisong
1443;Ruppina;Ruppina
20478;Rutenberg;Rutenberg
236810;Rutten;Rutten
133161;Ruttkai;Ruttkai
25106;Ryoojungmin;Ryoojungmin
157194;Saddlemyer;Saddlemyer
1626;Sadeya;Sadeya
20242;Sagot;Sagot
14543;Sajigawasuiseki;Sajigawasuiseki
7221;Sallaba;Sallaba
29672;Salvo;Salvo
7481;San;Marcello
105211;Sanden;Sanden
4006;Sandler;Sandler
20537;Sandraderosa;Sandraderosa
38203;Sanner;Sanner
58466;Santoka;Santoka
78310;Spoto;Spoto
29832;Steinwehr;Steinwehr
97069;Stek;Stek
21433;Stekramer;Stekramer
134039;Stephaniebarnes;Stephaniebarnes
31907;Wongsumming;Wongsumming
7549;Woodard;Woodard
9742;Worpswede;Worpswede
29220;Xavierbaptista;Xavierbaptista
2336;Xinjiang;Xinjiang
2344;Xizang;Xizang
2249;Yamamoto;Yamamoto
11974;Yasuhidefujita;Yasuhidefujita
20522;Yogeshwar;Yogeshwar
7136;Yokohasuo;Yokohasuo
1554;Yugoslavia;Yugoslavia
2230;Yunnan;Yunnan
185546;Yushan;Yushan
20265;Yuyinchen;Yuyinchen
19585;Zachopkins;Zachopkins
7860;Zahnle;Zahnle
421;Zahringia;"Z&#228;hringia"
5047;Zanda;Zanda
14568;Zanotta;Zanotta
2813;Zappala;"Zappal&#224;"
30081;Zarinrahman;Zarinrahman
3042;Zelinsky;Zelinsky
2411;Zellner;Zellner
7811;Zhaojiuzhang;Zhaojiuzhang
1734;Zhongolovich;Zhongolovich
26087;Zhuravleva;Zhuravleva
3951;Zichichi;Zichichi
689;Zita;Zita
475802;Zurek;Zurek
9663;Zwin;Zwin
44039;de;Sahagun
10441;van;Rijckevorsel
3098;van;Sprang
1965;van;de
6133;Royaldutchastro;Royaldutchastro
4286;Rubtsov;Rubtsov
5888;Ruders;Ruders
69311;Russ;Russ
13162;Ryokkochigaku;Ryokkochigaku
6031;Ryokan;Ryokan
22890;Ruthaellis;Ruthaellis
12867;Joeloic;"Jo&#235;lo&#239;c"
20314;Johnharrison;Johnharrison
21529;Johnjames;Johnjames
7063;Johnmichell;Johnmichell
6906;Johnmills;Johnmills
7290;Johnrather;Johnrather
14700;Johnreid;Johnreid
32311;Josephineyu;Josephineyu
33575;Joshuajacob;Joshuajacob
25025;Joshuavo;Joshuavo
24509;Joycechai;Joycechai
251627;Joyceearl;Joyceearl
8941;Junsaito;Junsaito
5778;Jurafrance;Jurafrance
4388;Jurgenstock;"J&#252;rgenstock"
149573;Mamorudoi;Mamorudoi
14057;Manfredstoll;Manfredstoll
17460;Mang;Mang
79138;Mansfeld;Mansfeld
55196;Marchini;Marchini
3791;Marci;Marci
26422;Marekbuchman;Marekbuchman
156631;Margitan;Margitan
2144;Marietta;Marietta
12931;Mario;Mario
16750;Marisandoz;Marisandoz
314808;Martindutertre;Martindutertre
8152;Martinlee;Martinlee
28801;Maryanderson;Maryanderson
10736;Marybruck;"Marybr&#252;ck"
98825;Maryellen;Maryellen
20450;Marymohammed;Marymohammed
8041;Masumoto;Masumoto
2685;Masursky;Masursky
15739;Matsukuma;Matsukuma
9699;Baumhauer;Baumhauer
16459;Barth;Barth
21937;Basheehan;Basheehan
1784;Benguella;Benguella
68325;Begues;Begues
7294;Barbaraakey;Barbaraakey
10463;Bannister;Bannister
5694;Berenyi;"Ber&#233;nyi"
25657;Berkowitz;Berkowitz
69288;Berlioz;Berlioz
42492;Bruggenthies;"Br&#252;ggenthies"
79354;Brundibar;"Brundib&#225;r"
290;Bruna;Bruna
17965;Brodersen;Brodersen
2524;Budovicium;Budovicium
7092;Cadmus;Cadmus
28750;Brennawallin;Brennawallin
6320;Bremen;Bremen
2170;Byelorussia;Byelorussia
16120;Burnim;Burnim
6822;Horalek;"Hor&#225;lek"
34233;Caldwell;Caldwell
264045;Heinerklinkrad;Heinerklinkrad
392120;Heidiursula;Heidiursula
11453;Canada-Assandri;Canada-Assandri
10612;Houffalize;Houffalize
2858;Carlosporter;Carlosporter
7727;Chepurova;Chepurova
33353;Chattopadhyay;Chattopadhyay
9342;Carygrant;Carygrant
7328;Casanova;Casanova
24128;Hipsman;Hipsman
4398;Chiara;Chiara
30879;Hiroshikanai;Hiroshikanai
21639;Davidkaufman;Davidkaufman
10782;Hittmair;Hittmair
23756;Daniellozano;Daniellozano
346;Hermentaria;Hermentaria
59833;Danimatter;Danimatter
10549;Helsingborg;Helsingborg
1419;Danzig;Danzig
9671;Hemera;Hemera
2069;Hubble;Hubble
15992;Cynthia;Cynthia
51983;Honig;"H&#246;nig"
6945;Dahlgren;Dahlgren
18349;Dafydd;Dafydd
13473;Hokema;Hokema
14466;Hodge;Hodge
1452;Hunnia;Hunnia
10720;Danzl;Danzl
30357;Davisdon;Davisdon
52316;Daveslater;Daveslater
11251;Icarion;Icarion
660;Crescentia;Crescentia
4183;Cuno;Cuno
2604;Marshak;Marshak
70720;Davidskillman;Davidskillman
17196;Mastrodemos;Mastrodemos
23131;Debenedictis;Debenedictis
13654;Masuda;Masuda
72827;Maxaub;Maxaub
101721;Emanuelfritsch;Emanuelfritsch
21484;Eppard;Eppard
8255;Masiero;Masiero
4589;McDowell;McDowell
28782;Mechling;Mechling
11050;Messiaen;"Messia&#235;n"
9002;Gabrynowicz;Gabrynowicz
33604;McChesney;McChesney
13622;McArthur;McArthur
13551;Gadsden;Gadsden
17089;Mercado;Mercado
18821;Markhavel;Markhavel
11449;Stephwerner;Stephwerner
4283;Stoffler;"St&#246;ffler"
90711;Stotternheim;Stotternheim
23116;Streich;Streich
1628;Strobel;Strobel
21705;Subinmin;Subinmin
12002;Suess;Suess
6796;Sundsvall;Sundsvall
12872;Susiestevens;Susiestevens
2393;Suzuki;Suzuki
256795;Suzyzahn;Suzyzahn
14795;Syoyou;Syoyou
14959;TRIUMF;TRIUMF
10555;Tagaharue;Tagaharue
187514;Tainan;Tainan
21117;Tashimaseizo;Tashimaseizo
1989;Tatry;Tatry
3748;Tatum;Tatum
22928;Templehe;Templehe
18800;Terresadodge;Terresadodge
32532;Thereus;Thereus
14937;Thirsk;Thirsk
3255;Tholen;Tholen
158472;Tiffanyfinley;Tiffanyfinley
50718;Timrobertson;Timrobertson
16157;Toastmasters;Toastmasters
13335;Tobiaswolf;Tobiaswolf
6281;Strnad;Strnad
25023;Sundaresh;Sundaresh
4968;Suzamur;Suzamur
28108;Sydneybarnes;Sydneybarnes
3097;Tacitus;Tacitus
38976;Taeve;Taeve
31943;Tahsinelmas;Tahsinelmas
7775;Taiko;Taiko
281561;Taitung;Taitung
8294;Takayuki;Takayuki
26549;Tankanran;Tankanran
37471;Popocatepetl;Popocatepetl
1572;Posnania;Posnania
7979;Pozharskij;Pozharskij
11964;Prigogine;Prigogine
2841;Puijo;Puijo
7270;Punkin;Punkin
26940;Quintero;Quintero
185633;Rainbach;Rainbach
22987;Rebeckaufman;Rebeckaufman
25912;Recawkwell;Recawkwell
3422;Reid;Reid
5695;Remillieux;Remillieux
78534;Renmir;Renmir
11111;Repunit;Repunit
577;Rhea;Rhea
189948;Richswanson;Richswanson
16189;Riehl;Riehl
4167;Riemann;Riemann
20016;Rietschel;Rietschel
1796;Riga;Riga
6705;Rinaketty;Rinaketty
5945;Roachapproach;Roachapproach
4667;Robbiesh;Robbiesh
5739;Robertburns;Robertburns
7247;Robertstirling;Robertstirling
11257;Rodionta;Rodionta
33379;Rohandalvi;Rohandalvi
10921;Romanozen;Romanozen
18843;Ningzhou;Ningzhou
23405;Nisyros;Nisyros
9543;Nitra;Nitra
1368;Numidia;Numidia
99193;Obsfabra;Obsfabra
598;Octavia;Octavia
13188;Okinawa;Okinawa
12167;Olivermuller;"Oliverm&#252;ller"
22932;Orenbrecher;Orenbrecher
2681;Ostrovskij;Ostrovskij
21270;Otokar;Otokar
120040;Pagliarini;Pagliarini
29762;Panasiewicz;Panasiewicz
8524;Paoloruffini;Paoloruffini
5310;Papike;Papike
2484;Parenago;Parenago
8903;Paulcruikshank;Paulcruikshank
1680;Per;Brahe
21499;Perillat;Perillat
28570;Peterkraft;Peterkraft
3831;Pettengill;Pettengill
30426;Philtalbot;Philtalbot
18111;Pinet;Pinet
16715;Trettenero;Trettenero
8560;Tsubaki;Tsubaki
21754;Tvaruzkova;Tvaruzkova
7342;Uchinoura;Uchinoura
34123;Uedayukika;Uedayukika
160;Una;Una
1585;Union;Union
13904;Univinnitsa;Univinnitsa
4469;Utting;Utting
32300;Uwamanzunna;Uwamanzunna
17034;Vasylshev;Vasylshev
16219;Venturelli;Venturelli
37601;Vicjen;Vicjen
14833;Vilenius;Vilenius
1724;Vladimir;Vladimir
6536;Vysochinska;Vysochinska
23759;Wangzhaoxin;Wangzhaoxin
9063;Washi;Washi
11827;Wasyuzan;Wasyuzan
4155;Watanabe;Watanabe
13437;Wellton-Persson;Wellton-Persson
392;Wilhelmina;Wilhelmina
15606;Winer;Winer
53029;Wodetzky;Wodetzky
1166;Sakuntala;Sakuntala
23798;Samagonzalez;Samagonzalez
33565;Samferguson;Samferguson
4752;Myron;Myron
20287;Munteanu;Munteanu
28531;Nikbogdanov;Nikbogdanov
19855;Borisalexeev;Borisalexeev
16234;Bosse;Bosse
27126;Bonnielei;Bonnielei
1639;Bower;Bower
1441;Bolyai;Bolyai
8644;Betulapendula;Betulapendula
376029;Blahova;"Blahov&#225;"
15495;Bogie;Bogie
2383;Bradley;Bradley
9843;Braidwood;Braidwood
3503;Brandt;Brandt
503;Evelyn;Evelyn
